Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
11	'imgPerTrial',008,'fixationImage01ID',010,'fixationImage02ID',020,'fixationImage03ID',030,'fixationImage04ID',040,'fixationImage05ID',050,'fixationImage06ID',060,'fixationImage07ID',070,'fixationImage08ID',080,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\010','fixationImage02File','.\stim\020','fixationImage03File','.\stim\030','fixationImage04File','.\stim\040','fixationImage05File','.\stim\050','fixationImage06File','.\stim\060','fixationImage07File','.\stim\070','fixationImage08File','.\stim\080','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	2	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\010, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
12	'imgPerTrial',008,'fixationImage01ID',071,'fixationImage02ID',001,'fixationImage03ID',011,'fixationImage04ID',021,'fixationImage05ID',031,'fixationImage06ID',041,'fixationImage07ID',051,'fixationImage08ID',061,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\071','fixationImage02File','.\stim\001','fixationImage03File','.\stim\011','fixationImage04File','.\stim\021','fixationImage05File','.\stim\031','fixationImage06File','.\stim\041','fixationImage07File','.\stim\051','fixationImage08File','.\stim\061','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	3	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\071, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
13	'imgPerTrial',008,'fixationImage01ID',072,'fixationImage02ID',002,'fixationImage03ID',012,'fixationImage04ID',022,'fixationImage05ID',032,'fixationImage06ID',042,'fixationImage07ID',052,'fixationImage08ID',062,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\072','fixationImage02File','.\stim\002','fixationImage03File','.\stim\012','fixationImage04File','.\stim\022','fixationImage05File','.\stim\032','fixationImage06File','.\stim\042','fixationImage07File','.\stim\052','fixationImage08File','.\stim\062','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	3	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\072, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\012, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\042, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
14	'imgPerTrial',008,'fixationImage01ID',073,'fixationImage02ID',003,'fixationImage03ID',013,'fixationImage04ID',023,'fixationImage05ID',033,'fixationImage06ID',043,'fixationImage07ID',053,'fixationImage08ID',063,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\073','fixationImage02File','.\stim\003','fixationImage03File','.\stim\013','fixationImage04File','.\stim\023','fixationImage05File','.\stim\033','fixationImage06File','.\stim\043','fixationImage07File','.\stim\053','fixationImage08File','.\stim\063','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	3	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\073, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
15	'imgPerTrial',008,'fixationImage01ID',074,'fixationImage02ID',004,'fixationImage03ID',014,'fixationImage04ID',024,'fixationImage05ID',034,'fixationImage06ID',044,'fixationImage07ID',054,'fixationImage08ID',064,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\074','fixationImage02File','.\stim\004','fixationImage03File','.\stim\014','fixationImage04File','.\stim\024','fixationImage05File','.\stim\034','fixationImage06File','.\stim\044','fixationImage07File','.\stim\054','fixationImage08File','.\stim\064','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	3	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\074, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
16	'imgPerTrial',008,'fixationImage01ID',075,'fixationImage02ID',005,'fixationImage03ID',015,'fixationImage04ID',025,'fixationImage05ID',035,'fixationImage06ID',045,'fixationImage07ID',055,'fixationImage08ID',065,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\075','fixationImage02File','.\stim\005','fixationImage03File','.\stim\015','fixationImage04File','.\stim\025','fixationImage05File','.\stim\035','fixationImage06File','.\stim\045','fixationImage07File','.\stim\055','fixationImage08File','.\stim\065','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	3	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\075, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
17	'imgPerTrial',008,'fixationImage01ID',076,'fixationImage02ID',006,'fixationImage03ID',016,'fixationImage04ID',026,'fixationImage05ID',036,'fixationImage06ID',046,'fixationImage07ID',056,'fixationImage08ID',066,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\076','fixationImage02File','.\stim\006','fixationImage03File','.\stim\016','fixationImage04File','.\stim\026','fixationImage05File','.\stim\036','fixationImage06File','.\stim\046','fixationImage07File','.\stim\056','fixationImage08File','.\stim\066','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	3	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\076, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\046, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
18	'imgPerTrial',008,'fixationImage01ID',077,'fixationImage02ID',007,'fixationImage03ID',017,'fixationImage04ID',027,'fixationImage05ID',037,'fixationImage06ID',047,'fixationImage07ID',057,'fixationImage08ID',067,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\077','fixationImage02File','.\stim\007','fixationImage03File','.\stim\017','fixationImage04File','.\stim\027','fixationImage05File','.\stim\037','fixationImage06File','.\stim\047','fixationImage07File','.\stim\057','fixationImage08File','.\stim\067','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	3	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\077, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
19	'imgPerTrial',008,'fixationImage01ID',078,'fixationImage02ID',008,'fixationImage03ID',018,'fixationImage04ID',028,'fixationImage05ID',038,'fixationImage06ID',048,'fixationImage07ID',058,'fixationImage08ID',068,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\078','fixationImage02File','.\stim\008','fixationImage03File','.\stim\018','fixationImage04File','.\stim\028','fixationImage05File','.\stim\038','fixationImage06File','.\stim\048','fixationImage07File','.\stim\058','fixationImage08File','.\stim\068','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	3	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\078, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
20	'imgPerTrial',008,'fixationImage01ID',079,'fixationImage02ID',009,'fixationImage03ID',019,'fixationImage04ID',029,'fixationImage05ID',039,'fixationImage06ID',049,'fixationImage07ID',059,'fixationImage08ID',069,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\079','fixationImage02File','.\stim\009','fixationImage03File','.\stim\019','fixationImage04File','.\stim\029','fixationImage05File','.\stim\039','fixationImage06File','.\stim\049','fixationImage07File','.\stim\059','fixationImage08File','.\stim\069','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	3	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\079, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
21	'imgPerTrial',008,'fixationImage01ID',080,'fixationImage02ID',010,'fixationImage03ID',020,'fixationImage04ID',030,'fixationImage05ID',040,'fixationImage06ID',050,'fixationImage07ID',060,'fixationImage08ID',070,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\080','fixationImage02File','.\stim\010','fixationImage03File','.\stim\020','fixationImage04File','.\stim\030','fixationImage05File','.\stim\040','fixationImage06File','.\stim\050','fixationImage07File','.\stim\060','fixationImage08File','.\stim\070','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	3	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\080, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
22	'imgPerTrial',008,'fixationImage01ID',061,'fixationImage02ID',071,'fixationImage03ID',001,'fixationImage04ID',011,'fixationImage05ID',021,'fixationImage06ID',031,'fixationImage07ID',041,'fixationImage08ID',051,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\061','fixationImage02File','.\stim\071','fixationImage03File','.\stim\001','fixationImage04File','.\stim\011','fixationImage05File','.\stim\021','fixationImage06File','.\stim\031','fixationImage07File','.\stim\041','fixationImage08File','.\stim\051','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	4	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\061, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
23	'imgPerTrial',008,'fixationImage01ID',062,'fixationImage02ID',072,'fixationImage03ID',002,'fixationImage04ID',012,'fixationImage05ID',022,'fixationImage06ID',032,'fixationImage07ID',042,'fixationImage08ID',052,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\062','fixationImage02File','.\stim\072','fixationImage03File','.\stim\002','fixationImage04File','.\stim\012','fixationImage05File','.\stim\022','fixationImage06File','.\stim\032','fixationImage07File','.\stim\042','fixationImage08File','.\stim\052','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	4	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\062, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\012, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\042, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
24	'imgPerTrial',008,'fixationImage01ID',063,'fixationImage02ID',073,'fixationImage03ID',003,'fixationImage04ID',013,'fixationImage05ID',023,'fixationImage06ID',033,'fixationImage07ID',043,'fixationImage08ID',053,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\063','fixationImage02File','.\stim\073','fixationImage03File','.\stim\003','fixationImage04File','.\stim\013','fixationImage05File','.\stim\023','fixationImage06File','.\stim\033','fixationImage07File','.\stim\043','fixationImage08File','.\stim\053','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	4	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\063, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
25	'imgPerTrial',008,'fixationImage01ID',064,'fixationImage02ID',074,'fixationImage03ID',004,'fixationImage04ID',014,'fixationImage05ID',024,'fixationImage06ID',034,'fixationImage07ID',044,'fixationImage08ID',054,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\064','fixationImage02File','.\stim\074','fixationImage03File','.\stim\004','fixationImage04File','.\stim\014','fixationImage05File','.\stim\024','fixationImage06File','.\stim\034','fixationImage07File','.\stim\044','fixationImage08File','.\stim\054','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	4	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\064, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
26	'imgPerTrial',008,'fixationImage01ID',065,'fixationImage02ID',075,'fixationImage03ID',005,'fixationImage04ID',015,'fixationImage05ID',025,'fixationImage06ID',035,'fixationImage07ID',045,'fixationImage08ID',055,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\065','fixationImage02File','.\stim\075','fixationImage03File','.\stim\005','fixationImage04File','.\stim\015','fixationImage05File','.\stim\025','fixationImage06File','.\stim\035','fixationImage07File','.\stim\045','fixationImage08File','.\stim\055','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	4	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\065, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
27	'imgPerTrial',008,'fixationImage01ID',066,'fixationImage02ID',076,'fixationImage03ID',006,'fixationImage04ID',016,'fixationImage05ID',026,'fixationImage06ID',036,'fixationImage07ID',046,'fixationImage08ID',056,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\066','fixationImage02File','.\stim\076','fixationImage03File','.\stim\006','fixationImage04File','.\stim\016','fixationImage05File','.\stim\026','fixationImage06File','.\stim\036','fixationImage07File','.\stim\046','fixationImage08File','.\stim\056','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	4	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\066, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\046, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
28	'imgPerTrial',008,'fixationImage01ID',067,'fixationImage02ID',077,'fixationImage03ID',007,'fixationImage04ID',017,'fixationImage05ID',027,'fixationImage06ID',037,'fixationImage07ID',047,'fixationImage08ID',057,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\067','fixationImage02File','.\stim\077','fixationImage03File','.\stim\007','fixationImage04File','.\stim\017','fixationImage05File','.\stim\027','fixationImage06File','.\stim\037','fixationImage07File','.\stim\047','fixationImage08File','.\stim\057','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	4	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\067, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
29	'imgPerTrial',008,'fixationImage01ID',068,'fixationImage02ID',078,'fixationImage03ID',008,'fixationImage04ID',018,'fixationImage05ID',028,'fixationImage06ID',038,'fixationImage07ID',048,'fixationImage08ID',058,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\068','fixationImage02File','.\stim\078','fixationImage03File','.\stim\008','fixationImage04File','.\stim\018','fixationImage05File','.\stim\028','fixationImage06File','.\stim\038','fixationImage07File','.\stim\048','fixationImage08File','.\stim\058','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	4	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\068, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
